tanggal,pelabuhan,kapal_berangkat,kapal_tiba,penumpang_naik,penumpang_turun
2020-01-19,LANCANG,5,5,107,77
2020-01-20,LANCANG,5,5,50,65
2020-01-21,LANCANG,5,5,46,68
2020-01-22,LANCANG,5,5,62,63
2020-01-23,LANCANG,5,5,76,73
2020-01-24,LANCANG,5,5,59,48
2020-01-25,LANCANG,5,5,60,142
2020-01-26,LANCANG,5,5,176,108
2020-01-27,LANCANG,3,3,52,32
2020-01-28,LANCANG,3,3,54,56
2020-01-29,LANCANG,3,3,32,36
2020-01-30,LANCANG,3,3,40,40
2020-01-31,LANCANG,3,3,45,46
2020-01-01,PARI,5,4,885,178
2020-01-02,PARI,3,3,397,232
2020-01-03,PARI,3,2,213,149
2020-01-04,PARI,1,3,160,418
2020-01-05,PARI,3,2,559,135
2020-01-06,PARI,1,1,66,23
2020-01-07,PARI,1,1,34,50
2020-01-08,PARI,2,1,65,51
2020-01-09,PARI,1,1,35,32
2020-01-10,PARI,1,1,42,53
2020-01-11,PARI,1,2,51,254
2020-01-12,PARI,2,1,262,35
2020-01-13,PARI,1,1,45,41
2020-01-14,PARI,1,1,24,61
2020-01-15,PARI,1,1,60,55
2020-01-16,PARI,1,1,38,28
2020-01-17,PARI,1,1,37,21
2020-01-18,PARI,1,2,21,192
2020-01-19,PARI,2,1,195,50
2020-01-20,PARI,1,1,61,48
2020-01-21,PARI,1,1,42,12
2020-01-22,PARI,1,1,32,53
2020-01-23,PARI,1,1,58,36
2020-01-24,PARI,2,1,22,88
2020-01-25,PARI,1,3,30,487
2020-01-26,PARI,4,1,705,42
2020-01-27,PARI,1,0,98,0
2020-01-28,PARI,1,2,42,186
2020-01-29,PARI,2,1,183,122
2020-01-30,PARI,1,1,134,24
2020-01-31,PARI,4,1,44,49
2020-01-01,TIDUNG/PAYUNG,10,6,1705,297
2020-01-02,TIDUNG/PAYUNG,6,9,681,278
2020-01-03,TIDUNG/PAYUNG,7,6,446,385
2020-01-04,TIDUNG/PAYUNG,5,9,333,834
2020-01-05,TIDUNG/PAYUNG,6,5,451,335
2020-01-06,TIDUNG/PAYUNG,4,4,130,159
2020-01-07,TIDUNG/PAYUNG,4,4,50,110
2020-01-08,TIDUNG/PAYUNG,4,4,72,176
2020-01-09,TIDUNG/PAYUNG,4,4,99,58
2020-01-10,TIDUNG/PAYUNG,5,5,125,314
2020-01-11,TIDUNG/PAYUNG,4,10,37,719
2020-01-12,TIDUNG/PAYUNG,6,5,568,142
2020-01-13,TIDUNG/PAYUNG,4,4,87,88
2020-01-14,TIDUNG/PAYUNG,4,4,28,121
2020-01-15,TIDUNG/PAYUNG,4,4,71,98
2020-01-16,TIDUNG/PAYUNG,3,4,54,101
2020-01-17,TIDUNG/PAYUNG,5,4,221,89
2020-01-18,TIDUNG/PAYUNG,3,7,72,313
2020-01-19,TIDUNG/PAYUNG,6,3,237,72
2020-01-20,TIDUNG/PAYUNG,3,4,49,154
2020-01-21,TIDUNG/PAYUNG,4,1,85,72
2020-01-22,TIDUNG/PAYUNG,4,4,55,64
2020-01-23,TIDUNG/PAYUNG,3,4,59,61
2020-01-24,TIDUNG/PAYUNG,8,5,156,156
2020-01-25,TIDUNG/PAYUNG,4,8,77,890
2020-01-26,TIDUNG/PAYUNG,9,5,898,144
2020-01-27,TIDUNG/PAYUNG,3,6,85,127
2020-01-28,TIDUNG/PAYUNG,4,4,77,215
2020-01-29,TIDUNG/PAYUNG,4,4,126,146
2020-01-30,TIDUNG/PAYUNG,5,4,197,53
2020-01-31,TIDUNG/PAYUNG,7,6,241,166
2020-01-01,PRAMUKA/PANGGANG,6,5,307,181
2020-01-02,PRAMUKA/PANGGANG,8,6,466,345
2020-01-03,PRAMUKA/PANGGANG,5,5,252,302
2020-01-04,PRAMUKA/PANGGANG,5,7,208,306
2020-01-05,PRAMUKA/PANGGANG,7,5,230,202
2020-01-06,PRAMUKA/PANGGANG,5,5,93,233
2020-01-07,PRAMUKA/PANGGANG,6,6,104,143
2020-01-08,PRAMUKA/PANGGANG,5,5,109,93
2020-01-09,PRAMUKA/PANGGANG,5,5,122,111
