tanggal,pelabuhan,kapal_berangkat,kapal_tiba,penumpang_naik,penumpang_turun
2019-08-21,HARAPAN,1,2,9,90
2019-08-22,HARAPAN,2,1,62,8
2019-08-23,HARAPAN,3,2,64,170
2019-08-24,HARAPAN,3,2,89,71
2019-08-25,HARAPAN,7,1,1202,19
2019-08-26,HARAPAN,2,4,43,73
2019-08-27,HARAPAN,1,1,6,13
2019-08-28,HARAPAN,1,1,10,38
2019-08-29,HARAPAN,1,1,19,15
2019-08-30,HARAPAN,2,1,56,41
2019-08-31,HARAPAN,3,2,79,111
2019-08-01,SABIRA,1,1,8,10
2019-08-02,SABIRA,1,1,18,10
2019-08-03,SABIRA,0,1,0,20
2019-08-04,SABIRA,2,1,37,9
2019-08-05,SABIRA,1,1,10,7
2019-08-06,SABIRA,1,1,11,11
2019-08-07,SABIRA,1,1,4,14
2019-08-08,SABIRA,1,1,7,12
2019-08-09,SABIRA,1,1,3,20
2019-08-10,SABIRA,1,1,6,30
2019-08-11,SABIRA,1,1,5,9
2019-08-12,SABIRA,1,1,19,25
2019-08-13,SABIRA,1,1,13,12
2019-08-14,SABIRA,1,1,26,9
2019-08-15,SABIRA,1,1,9,27
2019-08-16,SABIRA,1,1,19,31
2019-08-17,SABIRA,2,2,5,22
2019-08-18,SABIRA,1,1,43,1
2019-08-19,SABIRA,1,1,15,7
2019-08-20,SABIRA,1,1,4,6
2019-08-21,SABIRA,1,1,8,5
2019-08-22,SABIRA,1,1,17,1
2019-08-23,SABIRA,1,1,5,8
2019-08-24,SABIRA,1,1,15,14
2019-08-25,SABIRA,1,1,15,2
2019-08-26,SABIRA,1,1,8,13
2019-08-27,SABIRA,1,1,5,10
2019-08-28,SABIRA,1,1,16,14
2019-08-29,SABIRA,1,1,17,5
2019-08-30,SABIRA,1,1,12,8
2019-08-31,SABIRA,1,1,10,24
